,dialog_idx,utterance_idx,text,speaker,file_path,emotion,act
3136,997_1,0,"The Canon Eos. Yeah it’s OK, but I’m looking for something that performs better in low light, has a better display panel, and longer battery life.",1,./data/dailytalk/dailyTalk/audio_files/997_1_0.wav,no emotion,commissive
3137,997_1,1,"Oh, ah, umm the Nikon D sixty is a nice option.",0,./data/dailytalk/dailyTalk/audio_files/997_1_1.wav,no emotion,directive
3138,997_1,2,"Yeah, but what kit lens does this camera come with? I don’t want some bulky telephoto lens.",1,./data/dailytalk/dailyTalk/audio_files/997_1_2.wav,no emotion,commissive
3139,997_1,3,"Oh, well this one has the, uh.",0,./data/dailytalk/dailyTalk/audio_files/997_1_3.wav,no emotion,directive
3140,997_2,0,Accessories? Do you carry polarizing filters?,1,./data/dailytalk/dailyTalk/audio_files/997_2_0.wav,no emotion,question
3141,997_2,1,"Polarizing filter umm we should! I’m sorry, ma’am. It looks like we’re sold out.",0,./data/dailytalk/dailyTalk/audio_files/997_2_1.wav,happiness,inform
3142,997_2,2,No you’re not! There are some right here!,1,./data/dailytalk/dailyTalk/audio_files/997_2_2.wav,happiness,inform
3143,997_2,3,"Oh, well, would you look at that! Polarizing filters.",0,./data/dailytalk/dailyTalk/audio_files/997_2_3.wav,happiness,directive
3144,997_2,4,"Thanks for your help, Ralph!",1,./data/dailytalk/dailyTalk/audio_files/997_2_4.wav,happiness,commissive
3145,997_2,5,"No problem, ma’am.",0,./data/dailytalk/dailyTalk/audio_files/997_2_5.wav,happiness,inform
3146,999_0,0,I like popular music best.,0,./data/dailytalk/dailyTalk/audio_files/999_0_0.wav,no emotion,inform
3147,999_0,1,Me too.,1,./data/dailytalk/dailyTalk/audio_files/999_0_1.wav,no emotion,inform
3148,1061_0,0,Terrible.,0,./data/dailytalk/dailyTalk/audio_files/1061_0_0.wav,no emotion,inform
3149,1061_0,1,"Oh, what’s the matter?",1,./data/dailytalk/dailyTalk/audio_files/1061_0_1.wav,no emotion,question
3150,1061_0,2,I’ve got a fever and really a bad headache.,0,./data/dailytalk/dailyTalk/audio_files/1061_0_2.wav,no emotion,inform
3151,1061_0,3,"Oh, that’s too bad. Why don’t you take some aspirin?",1,./data/dailytalk/dailyTalk/audio_files/1061_0_3.wav,no emotion,directive
3152,1061_0,4,I’ve already tried some but it didn’t help.,0,./data/dailytalk/dailyTalk/audio_files/1061_0_4.wav,no emotion,commissive
3153,1061_0,5,"Well, it’s necessary for you to see a doctor.",1,./data/dailytalk/dailyTalk/audio_files/1061_0_5.wav,no emotion,directive
3154,1061_0,6,"Yeah, I guess I should.",0,./data/dailytalk/dailyTalk/audio_files/1061_0_6.wav,no emotion,commissive
3155,1061_0,7,"Well, you’d better get some rest.",1,./data/dailytalk/dailyTalk/audio_files/1061_0_7.wav,no emotion,directive
3156,1063_0,0,"No, thanks. I'm going home. My husband's expecting me.",1,./data/dailytalk/dailyTalk/audio_files/1063_0_0.wav,no emotion,commissive
3157,1063_0,1,What a pity. I believe it's a very good film.,0,./data/dailytalk/dailyTalk/audio_files/1063_0_1.wav,no emotion,inform
3158,1063_1,0,Do you know what's on tonight by any chance?,1,./data/dailytalk/dailyTalk/audio_files/1063_1_0.wav,no emotion,question
3159,1063_1,1,"No, I'm sorry I don't. I never read the papers till I get home.",0,./data/dailytalk/dailyTalk/audio_files/1063_1_1.wav,no emotion,inform
3160,1063_2,0,"I don't know yet. My wife's going to her mother's for a couple of weeks. She Livesay the sea, you know.",0,./data/dailytalk/dailyTalk/audio_files/1063_2_0.wav,no emotion,inform
3161,1063_2,1,"Oh, does she? That's convenient.",1,./data/dailytalk/dailyTalk/audio_files/1063_2_1.wav,no emotion,question
3162,1063_2,2,"Yes, but I want to go to the country.",0,./data/dailytalk/dailyTalk/audio_files/1063_2_2.wav,no emotion,inform
3163,1063_2,3,Don't you like the sea?,1,./data/dailytalk/dailyTalk/audio_files/1063_2_3.wav,no emotion,question
3164,1067_0,0,Umm I have got a computer engineer's qualification certificate.,0,./data/dailytalk/dailyTalk/audio_files/1067_0_0.wav,no emotion,inform
3165,1067_0,1,Have you worked in a computer company before?,1,./data/dailytalk/dailyTalk/audio_files/1067_0_1.wav,no emotion,question
3166,1069_0,0,Why don't we get ourselves a new car? The old one's falling apart.,0,./data/dailytalk/dailyTalk/audio_files/1069_0_0.wav,no emotion,directive
3167,1069_0,1,What a good idea!,1,./data/dailytalk/dailyTalk/audio_files/1069_0_1.wav,happiness,commissive
3168,1069_0,2,What kind shall we get?,0,./data/dailytalk/dailyTalk/audio_files/1069_0_2.wav,no emotion,question
3169,1069_0,3,"We could go to more places this time, if you liked.",1,./data/dailytalk/dailyTalk/audio_files/1069_0_3.wav,no emotion,inform
3170,1069_1,0,"No, I don't like that place. Why don't we try the garage Martin recommended?",1,./data/dailytalk/dailyTalk/audio_files/1069_1_0.wav,no emotion,directive
3171,1069_1,1,"Fine, We'll do that.",0,./data/dailytalk/dailyTalk/audio_files/1069_1_1.wav,no emotion,commissive
3172,1071_0,0,Guess who I saw just now?,0,./data/dailytalk/dailyTalk/audio_files/1071_0_0.wav,no emotion,question
3173,1071_0,1,Who?,1,./data/dailytalk/dailyTalk/audio_files/1071_0_1.wav,no emotion,question
3174,1073_0,0,I have been a Production Manager.,1,./data/dailytalk/dailyTalk/audio_files/1073_0_0.wav,no emotion,inform
3175,1073_0,1,How many years have you worked as a Production Manager?,0,./data/dailytalk/dailyTalk/audio_files/1073_0_1.wav,no emotion,question
3176,1073_2,0,Then have you received any award at your present company?,0,./data/dailytalk/dailyTalk/audio_files/1073_2_0.wav,no emotion,question
3177,1073_2,1,Yes. I was awarded the title of Advanced Worker last year.,1,./data/dailytalk/dailyTalk/audio_files/1073_2_1.wav,no emotion,inform
3178,1074_0,0,My child is often absent-minded in class.,1,./data/dailytalk/dailyTalk/audio_files/1074_0_0.wav,no emotion,inform
3179,1074_0,1,It's all right. Kids are like that.,0,./data/dailytalk/dailyTalk/audio_files/1074_0_1.wav,no emotion,inform
3180,1074_0,2,"But if he doesn't listen to the teacher carefully, he won't learn anything.",1,./data/dailytalk/dailyTalk/audio_files/1074_0_2.wav,no emotion,inform
3181,1074_0,3,"Umm, don't worry. His teacher will tell him to be good.",0,./data/dailytalk/dailyTalk/audio_files/1074_0_3.wav,no emotion,inform
3182,1076_0,0,This broth is wonderful. What's in it?,1,./data/dailytalk/dailyTalk/audio_files/1076_0_0.wav,happiness,question
3183,1076_0,1,Lamb and beef. It will get even tastier when we add the veggies!,0,./data/dailytalk/dailyTalk/audio_files/1076_0_1.wav,happiness,inform
3184,1076_1,0,You're getting that hot stuff in my mild broth!,1,./data/dailytalk/dailyTalk/audio_files/1076_1_0.wav,no emotion,inform
3185,1076_1,1,You'll be OK. It's just a little bit...,0,./data/dailytalk/dailyTalk/audio_files/1076_1_1.wav,no emotion,inform
3186,1077_0,0,I wonder if we can change to Channel five.,0,./data/dailytalk/dailyTalk/audio_files/1077_0_0.wav,no emotion,directive
3187,1077_0,1,Why?,1,./data/dailytalk/dailyTalk/audio_files/1077_0_1.wav,no emotion,question
3188,1077_0,2,I want to know what's on that channel.,0,./data/dailytalk/dailyTalk/audio_files/1077_0_2.wav,no emotion,inform
3189,1077_0,3,"Oh, good.",1,./data/dailytalk/dailyTalk/audio_files/1077_0_3.wav,no emotion,commissive
3190,1078_0,0,Yes. I'd like to look at lipstick and eye shadow.,1,./data/dailytalk/dailyTalk/audio_files/1078_0_0.wav,no emotion,inform
3191,1078_0,1,What color set do you prefer?,0,./data/dailytalk/dailyTalk/audio_files/1078_0_1.wav,no emotion,question
3192,1078_1,0,But they're purple. I prefer a brown set.,1,./data/dailytalk/dailyTalk/audio_files/1078_1_0.wav,no emotion,inform
3193,1078_1,1,"If you insist, I can show you the brown sets. I'll have to warn you that they're very ordinary, though.",0,./data/dailytalk/dailyTalk/audio_files/1078_1_1.wav,no emotion,inform
3194,1078_1,2,"Well, I'm not so sure. Most of my make-up is brown.",1,./data/dailytalk/dailyTalk/audio_files/1078_1_2.wav,no emotion,inform
3195,1078_1,3,Why don't you wear purple eye shadow for a change? We also have lipstick to go with it.,0,./data/dailytalk/dailyTalk/audio_files/1078_1_3.wav,no emotion,question
3196,1078_1,4,Can I try it?,1,./data/dailytalk/dailyTalk/audio_files/1078_1_4.wav,no emotion,directive
3197,1078_1,5,Sure. Are you wearing any make-up?,0,./data/dailytalk/dailyTalk/audio_files/1078_1_5.wav,no emotion,question
3198,1078_1,6,No.,1,./data/dailytalk/dailyTalk/audio_files/1078_1_6.wav,no emotion,inform
3199,1078_1,7,"Have a seat, please. Now, here is the mirror. How do you like it?",0,./data/dailytalk/dailyTalk/audio_files/1078_1_7.wav,no emotion,question
3200,1078_1,8,"Not bad. Actually, it makes me look younger. I like it.",1,./data/dailytalk/dailyTalk/audio_files/1078_1_8.wav,happiness,inform
3201,1078_1,9,"Try the lipstick as well. See, how fresh and charming you look.",0,./data/dailytalk/dailyTalk/audio_files/1078_1_9.wav,no emotion,directive
3202,1079_0,0,"Well, I used to hate cooking, but now I love it.",1,./data/dailytalk/dailyTalk/audio_files/1079_0_0.wav,no emotion,inform
3203,1079_0,1,When did you change your mind?,0,./data/dailytalk/dailyTalk/audio_files/1079_0_1.wav,no emotion,question
3204,1079_0,2,"After I tried French food. Before that, I used to cook really boring things for my family.",1,./data/dailytalk/dailyTalk/audio_files/1079_0_2.wav,no emotion,inform
3205,1079_0,3,"I still can't believe it! So, did you go to cooking school or something?",0,./data/dailytalk/dailyTalk/audio_files/1079_0_3.wav,surprise,question
3206,1079_0,4,Yeah. I went to California to study.,1,./data/dailytalk/dailyTalk/audio_files/1079_0_4.wav,no emotion,inform
3207,1079_0,5,Really? How long did you stay there?,0,./data/dailytalk/dailyTalk/audio_files/1079_0_5.wav,surprise,question
3208,1079_0,6,I was there between eighty eight and ninety.,1,./data/dailytalk/dailyTalk/audio_files/1079_0_6.wav,no emotion,inform
3209,1079_0,7,And what did you do after that?,0,./data/dailytalk/dailyTalk/audio_files/1079_0_7.wav,no emotion,question
3210,1081_0,0,Can I try it on?,1,./data/dailytalk/dailyTalk/audio_files/1081_0_0.wav,no emotion,question
3211,1081_0,1,Sure.,0,./data/dailytalk/dailyTalk/audio_files/1081_0_1.wav,no emotion,inform
3212,1082_0,0,Thank you. I have been working on it for several years.,0,./data/dailytalk/dailyTalk/audio_files/1082_0_0.wav,happiness,inform
3213,1082_0,1,"Well, your time has been well spent!",1,./data/dailytalk/dailyTalk/audio_files/1082_0_1.wav,happiness,inform
3214,1084_0,0,"I'm from Canada, originally.",1,./data/dailytalk/dailyTalk/audio_files/1084_0_0.wav,no emotion,inform
3215,1084_0,1,From Canada? Where were you born?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_1.wav,no emotion,question
3216,1084_0,2,Montreal.,1,./data/dailytalk/dailyTalk/audio_files/1084_0_2.wav,no emotion,inform
3217,1084_0,3,When did you come to Los Angeles?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_3.wav,no emotion,question
3218,1084_0,4,We moved here when I was fourteen.,1,./data/dailytalk/dailyTalk/audio_files/1084_0_4.wav,no emotion,inform
3219,1084_0,5,Did you go to school here?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_5.wav,no emotion,question
3220,1084_0,6,"Well, I went to high school here, but I went to college in Texas.",1,./data/dailytalk/dailyTalk/audio_files/1084_0_6.wav,no emotion,inform
3221,1084_0,7,Did you get a job right after graduation?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_7.wav,no emotion,question
3222,1084_0,8,"No, I traveled for a while in Europe after college, and then I lived in France.",1,./data/dailytalk/dailyTalk/audio_files/1084_0_8.wav,no emotion,inform
3223,1084_0,9,When was that?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_9.wav,no emotion,question
3224,1084_0,10,Let's see... That was about six years ago.,1,./data/dailytalk/dailyTalk/audio_files/1084_0_10.wav,no emotion,inform
3225,1084_0,11,I bet that was interesting. What did you do there?,0,./data/dailytalk/dailyTalk/audio_files/1084_0_11.wav,no emotion,question
3226,1085_0,0,Yes. Which one is the brake again?,0,./data/dailytalk/dailyTalk/audio_files/1085_0_0.wav,no emotion,question
3227,1085_0,1,The pedal on your left is the brake and the one on your right is the gas.,1,./data/dailytalk/dailyTalk/audio_files/1085_0_1.wav,no emotion,inform
3228,1085_0,2,I’m glad this car is an automatic. Umm I don't like having to change gears.,0,./data/dailytalk/dailyTalk/audio_files/1085_0_2.wav,no emotion,inform
3229,1085_0,3,Automatics are very simple to drive. The first thing you should do is put your seat belt on.,1,./data/dailytalk/dailyTalk/audio_files/1085_0_3.wav,no emotion,inform
3230,1085_0,4,You should also put yours on. You never know what will happen with me in the driver’s seat!,0,./data/dailytalk/dailyTalk/audio_files/1085_0_4.wav,no emotion,inform
3231,1085_0,5,Very funny. Next you should check your side mirrors and your rear view mirror. Can you see out of them?,1,./data/dailytalk/dailyTalk/audio_files/1085_0_5.wav,no emotion,question
3232,1088_0,0,"No, not yet. I’m still looking. I’ve been doing some work through a temp-agency though.",1,./data/dailytalk/dailyTalk/audio_files/1088_0_0.wav,no emotion,inform
3233,1088_0,1,What kind of work?,0,./data/dailytalk/dailyTalk/audio_files/1088_0_1.wav,no emotion,question
3234,1088_0,2,I’m temping at a pharmaceutic company.,1,./data/dailytalk/dailyTalk/audio_files/1088_0_2.wav,no emotion,inform
3235,1088_0,3,What do you do there?,0,./data/dailytalk/dailyTalk/audio_files/1088_0_3.wav,no emotion,question
3236,1088_0,4,Mostly office work - filing and so on.,1,./data/dailytalk/dailyTalk/audio_files/1088_0_4.wav,no emotion,inform
3237,1088_0,5,How long is the assignment?,0,./data/dailytalk/dailyTalk/audio_files/1088_0_5.wav,no emotion,question
3238,1089_0,0,I’ve just found a mouse in the house!,0,./data/dailytalk/dailyTalk/audio_files/1089_0_0.wav,surprise,inform
3239,1089_0,1,Ow! Don’t shout so loud. Calm down. Please stop shouting and sit quietly down.,1,./data/dailytalk/dailyTalk/audio_files/1089_0_1.wav,no emotion,directive
3240,1089_0,2,"I found a mouse in our house, a grown mouse running around the dinning room.",0,./data/dailytalk/dailyTalk/audio_files/1089_0_2.wav,no emotion,commissive
3241,1089_0,3,Where is it now?,1,./data/dailytalk/dailyTalk/audio_files/1089_0_3.wav,no emotion,question
3242,1089_1,0,"OK, I don’t want a mouse in our house. We have the tidiest house in the town.",0,./data/dailytalk/dailyTalk/audio_files/1089_1_0.wav,no emotion,commissive
3243,1089_1,1,Yes darling. You are quite right.,1,./data/dailytalk/dailyTalk/audio_files/1089_1_1.wav,happiness,inform
3244,1090_0,0,"Umm this channel has so many advertisements, and it doesn't have any good TV programs.",0,./data/dailytalk/dailyTalk/audio_files/1090_0_0.wav,no emotion,inform
3245,1090_0,1,OK. You can change it.,1,./data/dailytalk/dailyTalk/audio_files/1090_0_1.wav,no emotion,commissive
3246,1090_1,0,"No, I think it is very boring. Can you change it to Channel Twelve, please?",1,./data/dailytalk/dailyTalk/audio_files/1090_1_0.wav,no emotion,directive
3247,1090_1,1,"Yes. Oh, it's a talk show.",0,./data/dailytalk/dailyTalk/audio_files/1090_1_1.wav,no emotion,commissive
3248,1092_1,0,Good! I am really thirsty. You know it really is hot outside!,0,./data/dailytalk/dailyTalk/audio_files/1092_1_0.wav,happiness,commissive
3249,1092_1,1,"I have lemonade, iced tea, and mango juice.",1,./data/dailytalk/dailyTalk/audio_files/1092_1_1.wav,happiness,directive
3250,1096_0,0,Would you show me this brooch?,1,./data/dailytalk/dailyTalk/audio_files/1096_0_0.wav,no emotion,directive
3251,1096_0,1,"Yes, I would.",0,./data/dailytalk/dailyTalk/audio_files/1096_0_1.wav,no emotion,commissive
3252,1099_0,0,Yes. I've never been here before.,1,./data/dailytalk/dailyTalk/audio_files/1099_0_0.wav,no emotion,inform
3253,1099_0,1,"You haven't seen the sights yet, have you?",0,./data/dailytalk/dailyTalk/audio_files/1099_0_1.wav,no emotion,question
3254,1099_0,2,"No, I'm open to suggestions.",1,./data/dailytalk/dailyTalk/audio_files/1099_0_2.wav,no emotion,inform
3255,1099_0,3,Why don't you visit the Great Wall first?,0,./data/dailytalk/dailyTalk/audio_files/1099_0_3.wav,no emotion,directive
3256,1103_1,0,What time should I arrive?,0,./data/dailytalk/dailyTalk/audio_files/1103_1_0.wav,happiness,question
3257,1103_1,1,How about six?,1,./data/dailytalk/dailyTalk/audio_files/1103_1_1.wav,happiness,directive
3258,1105_0,0,Oh I don't know what to do. I joined this club a long time ago and I didn't read the fine print.,1,./data/dailytalk/dailyTalk/audio_files/1105_0_0.wav,no emotion,inform
3259,1105_0,1,What did you get yourself into?,0,./data/dailytalk/dailyTalk/audio_files/1105_0_1.wav,no emotion,question
3260,1107_0,0,"Every year, the South has the floods. It is an act of God.",0,./data/dailytalk/dailyTalk/audio_files/1107_0_0.wav,no emotion,inform
3261,1107_0,1,Do you really think so?,1,./data/dailytalk/dailyTalk/audio_files/1107_0_1.wav,no emotion,question
3262,1107_1,0,"Think, in some way it is an act of God, but in another way, it is just caused by us.",1,./data/dailytalk/dailyTalk/audio_files/1107_1_0.wav,no emotion,inform
3263,1107_1,1,For example?,0,./data/dailytalk/dailyTalk/audio_files/1107_1_1.wav,no emotion,question
3264,1107_1,2,"We didn't pay attention to the environment, cut down trees and polluted the air.",1,./data/dailytalk/dailyTalk/audio_files/1107_1_2.wav,no emotion,inform
3265,1107_1,3,"Oh, I see. Fortunately government has taken some action to prevent such things.",0,./data/dailytalk/dailyTalk/audio_files/1107_1_3.wav,no emotion,inform
3266,1109_0,0,"Well, mines are baggy. They're the kind of pants you can lounge around in.",0,./data/dailytalk/dailyTalk/audio_files/1109_0_0.wav,no emotion,inform
3267,1109_0,1,"Mines are, too.",1,./data/dailytalk/dailyTalk/audio_files/1109_0_1.wav,no emotion,inform
3268,1111_0,0,"Umm, I'm afraid I have to return this sweater.",0,./data/dailytalk/dailyTalk/audio_files/1111_0_0.wav,sadness,directive
3269,1111_0,1,May I ask if there's anything wrong with it?,1,./data/dailytalk/dailyTalk/audio_files/1111_0_1.wav,no emotion,directive
3270,1111_0,2,"You see, there is a run at the neck.",0,./data/dailytalk/dailyTalk/audio_files/1111_0_2.wav,no emotion,commissive
3271,1111_0,3,"Oh, sorry. But do you want to change it for another one?",1,./data/dailytalk/dailyTalk/audio_files/1111_0_3.wav,no emotion,question
3272,1113_0,0,I'm sorry. I won't do it again.,0,./data/dailytalk/dailyTalk/audio_files/1113_0_0.wav,no emotion,inform
3273,1113_0,1,Try to be more careful in the future.,1,./data/dailytalk/dailyTalk/audio_files/1113_0_1.wav,no emotion,inform
3274,1113_0,2,I shall. I wasn't as careless as John Sampson. He walked across that wet cement over there.,0,./data/dailytalk/dailyTalk/audio_files/1113_0_2.wav,no emotion,inform
3275,1113_0,3,The workmen oughtn't to leave it without a notice.,1,./data/dailytalk/dailyTalk/audio_files/1113_0_3.wav,no emotion,inform
3276,1113_0,4,The headmaster asked them not to do so.,0,./data/dailytalk/dailyTalk/audio_files/1113_0_4.wav,no emotion,inform
3277,1113_0,5,Then why isn't there a notice?,1,./data/dailytalk/dailyTalk/audio_files/1113_0_5.wav,no emotion,question
3278,1113_0,6,They went to their stores to get one. Here they come with it now!,0,./data/dailytalk/dailyTalk/audio_files/1113_0_6.wav,no emotion,inform
3279,1113_0,7,But look at them! They've forgotten about the wet cement and they're walking across it to put up the notice!,1,./data/dailytalk/dailyTalk/audio_files/1113_0_7.wav,no emotion,inform
3280,1116_0,0,No. Worse than that. I have a flu. I'm in bed with a fever.,0,./data/dailytalk/dailyTalk/audio_files/1116_0_0.wav,no emotion,inform
3281,1116_0,1,"Oh, no! What about your presentation today?",1,./data/dailytalk/dailyTalk/audio_files/1116_0_1.wav,no emotion,question
3282,1116_0,2,"I'd like to do it, of course. But I just can't. I'm afraid I'd fall down in the middle of it.",0,./data/dailytalk/dailyTalk/audio_files/1116_0_2.wav,no emotion,inform
3283,1116_0,3,I understand. What should I tell Mr. Morley?,1,./data/dailytalk/dailyTalk/audio_files/1116_0_3.wav,no emotion,question
3284,1116_0,4,Why not just tell him I'm sick? I'll ring him myself this afternoon.,0,./data/dailytalk/dailyTalk/audio_files/1116_0_4.wav,no emotion,question
3285,1116_0,5,Alright. Have you been to see a doctor?,1,./data/dailytalk/dailyTalk/audio_files/1116_0_5.wav,no emotion,question
3286,1116_0,6,"Not yet. I feel too lousy to go out. Anyway, I have a flu. I know what it is. I don't need a doctor to tell me that.",0,./data/dailytalk/dailyTalk/audio_files/1116_0_6.wav,no emotion,inform
3287,1116_0,7,Do you think you'll be able to come in tomorrow? Or should I call off your appointments for tomorrow too?,1,./data/dailytalk/dailyTalk/audio_files/1116_0_7.wav,no emotion,directive
3288,1116_0,8,I'm not sure yet. Maybe this will all be gone in a day. So please don't call off my appointments. I will call you later this afternoon and tell you what I think.,0,./data/dailytalk/dailyTalk/audio_files/1116_0_8.wav,no emotion,commissive
3289,1116_0,9,It's rainy weather today. Maybe it's better if you just stay inside.Make yourself some chicken soup and sleep.,1,./data/dailytalk/dailyTalk/audio_files/1116_0_9.wav,no emotion,inform
3290,1116_0,10,"Yes, that's what I plan to do. Except I won't make the chicken soup.Right now I don't think I could swallow more than a spoonful of it.",0,./data/dailytalk/dailyTalk/audio_files/1116_0_10.wav,no emotion,inform
3291,1116_0,11,"That bad, huh?",1,./data/dailytalk/dailyTalk/audio_files/1116_0_11.wav,no emotion,question
3292,1116_0,12,"Yeah, I'm very nauseous. It's mostly nausea and a fever.",0,./data/dailytalk/dailyTalk/audio_files/1116_0_12.wav,no emotion,inform
3293,1116_0,13,"Well, I'll cancel your appointments for today. And I'll tell Mr. Morley.",1,./data/dailytalk/dailyTalk/audio_files/1116_0_13.wav,no emotion,inform
3294,1116_0,14,"Thanks, Ann. Talk to you this afternoon.",0,./data/dailytalk/dailyTalk/audio_files/1116_0_14.wav,happiness,inform
3295,1116_0,15,Hope you feel better.,1,./data/dailytalk/dailyTalk/audio_files/1116_0_15.wav,happiness,inform
3296,1119_0,0,He asked me if I'd like to be a newspaper salesperson?,0,./data/dailytalk/dailyTalk/audio_files/1119_0_0.wav,no emotion,inform
3297,1119_0,1,You are still student so I don't think you should have time for that.,1,./data/dailytalk/dailyTalk/audio_files/1119_0_1.wav,no emotion,inform
3298,1119_0,2,"Don't worry about that. He said I can do that at spare time. Anyway, it's just a part-time job.",0,./data/dailytalk/dailyTalk/audio_files/1119_0_2.wav,no emotion,inform
3299,1119_0,3,"OK, then. What kind of newspaper he wants you to sell?",1,./data/dailytalk/dailyTalk/audio_files/1119_0_3.wav,no emotion,question
3300,1119_0,4,It's a weekly newspaper named Olympic English. So I need to be here only on Sunday.,0,./data/dailytalk/dailyTalk/audio_files/1119_0_4.wav,no emotion,inform
3301,1119_0,5,Sounds interesting. Especially that we are Olympic Volunteers.,1,./data/dailytalk/dailyTalk/audio_files/1119_0_5.wav,happiness,inform
3302,1119_0,6,"That's exactly what I'm thinking about, And also it's a good way to get social experiences.",0,./data/dailytalk/dailyTalk/audio_files/1119_0_6.wav,happiness,inform
3303,1119_0,7,And a good way to get some pocket money.,1,./data/dailytalk/dailyTalk/audio_files/1119_0_7.wav,happiness,inform
3304,1119_1,0,I'll say yes. Wait a minute. I need an IC card.,1,./data/dailytalk/dailyTalk/audio_files/1119_1_0.wav,no emotion,commissive
3305,1119_1,1,"For what? You have a telephone at home, don't you?",0,./data/dailytalk/dailyTalk/audio_files/1119_1_1.wav,no emotion,question
3306,1125_0,0,"There is too much traffic in Taipei these days, I think cars should be banned.",0,./data/dailytalk/dailyTalk/audio_files/1125_0_0.wav,no emotion,inform
3307,1125_0,1,I'm not sure about that. How would people get to work?,1,./data/dailytalk/dailyTalk/audio_files/1125_0_1.wav,no emotion,question
3308,1125_0,2,"Well, why not use buses or the metro?",0,./data/dailytalk/dailyTalk/audio_files/1125_0_2.wav,no emotion,question
3309,1125_0,3,"Well, it may not be that simple. Not everyone likes public transport.",1,./data/dailytalk/dailyTalk/audio_files/1125_0_3.wav,no emotion,inform
3310,1126_0,0,I don't know really. What's the fashional color this year?,1,./data/dailytalk/dailyTalk/audio_files/1126_0_0.wav,no emotion,question
3311,1126_0,1,Red is very popular.,0,./data/dailytalk/dailyTalk/audio_files/1126_0_1.wav,no emotion,inform
3312,1126_0,2,"Good.Red suits me very well. It's a cheerful color, isn't it?",1,./data/dailytalk/dailyTalk/audio_files/1126_0_2.wav,happiness,question
3313,1126_0,3,"Yes, madam, I agree. What size are you?",0,./data/dailytalk/dailyTalk/audio_files/1126_0_3.wav,no emotion,question
3314,1127_0,0,I'm hungry. I'd like to eat something.,0,./data/dailytalk/dailyTalk/audio_files/1127_0_0.wav,no emotion,inform
3315,1127_0,1,Where do you want to go?,1,./data/dailytalk/dailyTalk/audio_files/1127_0_1.wav,no emotion,question
3316,1127_0,2,I'd like to go to an Italian restaurant.,0,./data/dailytalk/dailyTalk/audio_files/1127_0_2.wav,no emotion,inform
3317,1127_0,3,What kind of Italian food do you like?,1,./data/dailytalk/dailyTalk/audio_files/1127_0_3.wav,no emotion,question
3318,1128_0,0,I enjoy camping.,0,./data/dailytalk/dailyTalk/audio_files/1128_0_0.wav,happiness,inform
3319,1128_0,1,Really? I'm not much of an outdoor person. What do you like about it?,1,./data/dailytalk/dailyTalk/audio_files/1128_0_1.wav,surprise,question
3320,1128_0,2,"I love the fresh air, the scenery the exercise, and the time to think.",0,./data/dailytalk/dailyTalk/audio_files/1128_0_2.wav,happiness,inform
3321,1128_0,3,Do you hike or fish on your trips?,1,./data/dailytalk/dailyTalk/audio_files/1128_0_3.wav,no emotion,question
3322,1128_0,4,"Yes, both. Last trip I fished a little and hiked five miles.",0,./data/dailytalk/dailyTalk/audio_files/1128_0_4.wav,happiness,inform
3323,1128_0,5,Did you catch anything?,1,./data/dailytalk/dailyTalk/audio_files/1128_0_5.wav,no emotion,question
3324,1128_0,6,"Yes, but I threw them back.",0,./data/dailytalk/dailyTalk/audio_files/1128_0_6.wav,no emotion,inform
3325,1128_0,7,How about Joining our summer camp next week?,1,./data/dailytalk/dailyTalk/audio_files/1128_0_7.wav,happiness,directive
3326,1129_0,0,Can you help me please?,0,./data/dailytalk/dailyTalk/audio_files/1129_0_0.wav,no emotion,directive
3327,1129_0,1,Certainly sir.,1,./data/dailytalk/dailyTalk/audio_files/1129_0_1.wav,no emotion,commissive
3328,1129_0,2,Do you know if there is Japanese restaurant near the hotel?,0,./data/dailytalk/dailyTalk/audio_files/1129_0_2.wav,no emotion,question
3329,1129_0,3,Actually there’s one on the same street as this hotel.,1,./data/dailytalk/dailyTalk/audio_files/1129_0_3.wav,no emotion,inform
3330,1129_0,4,Is it far?,0,./data/dailytalk/dailyTalk/audio_files/1129_0_4.wav,no emotion,question
3331,1129_0,5,Not at all. Turn left out of the hotel and it's about a five minute walk.,1,./data/dailytalk/dailyTalk/audio_files/1129_0_5.wav,no emotion,inform
3332,1130_0,0,Umm I’m rather disappointed with it.,0,./data/dailytalk/dailyTalk/audio_files/1130_0_0.wav,no emotion,inform
3333,1130_0,1,How come?,1,./data/dailytalk/dailyTalk/audio_files/1130_0_1.wav,no emotion,question
3334,1130_0,2,It’s too old. And it isn’t as specious as I expected.,0,./data/dailytalk/dailyTalk/audio_files/1130_0_2.wav,no emotion,inform
3335,1130_0,3,"Oh. It’s awful, but it can’t be helped.",1,./data/dailytalk/dailyTalk/audio_files/1130_0_3.wav,no emotion,inform
3336,1131_0,0,"Yeah, but sometimes Bingo wants to play with me, but I don't have time.",1,./data/dailytalk/dailyTalk/audio_files/1131_0_0.wav,no emotion,inform
3337,1131_0,1,So who takes care of him then?,0,./data/dailytalk/dailyTalk/audio_files/1131_0_1.wav,no emotion,question
